file,text
TTS_4_57,rihana yagize ati ntamukunzi mfite ubu ariko birambangamiye cyane
TTS_4_58,iyi banki ifasha bamwe mu bana babo kwiga kandi bibafitiye akamaro
TTS_4_59,inyungu uyu muherwe yagize yaturutse ku izamuka ry'ibiciro by'inzu mu bushinwa
TTS_4_60,mugenzi we gatarayiha selemani yunze mu rye agira atinanjye nkunda kiyovu
TTS_4_61,azavugana kandi na salifu petero beni na kanu
TTS_4_62,yavuze ko kwibuka bikwiye kuba inshingano za buri muntu uhereye ku bakirisitu
TTS_4_63,hilariya ati nzaba perezida wa bose abantoye n'abatarantoye kandi nzarwanya ibyihebe
TTS_4_64,kuba ibindi bihugu byo mu karere nabyo byakongera bikagaruka mu ruhererekane rw'imvururu birashoboka cyane
TTS_4_65,misi shimwa avuga ko yatangiye kuririmba muri korali y'abato afite imyaka itandatu
TTS_4_66,twahisemo ko aruhuka uyu munsi kugira ngo ejo azabe ameze neza
TTS_4_67,mu bandi bayobozi bazaba bari mu rwanda harimo kaberuka wigeze kuyobora banki nyafurika itsura amajyambere
TTS_4_68,hari i bintu bimwe utari uzi kuri uyu mugabo tugiye kukubwira mu magambo make
TTS_4_69,nararebye nsanga iki ari ikibazo gikwiye gutekerezwaho na buri munyarwanda
TTS_4_70,ntekereza ko ari ubwumvikane bwabo yenda ni ikintu amakoperative ajyaho inama akagishyiraho
TTS_4_71,mu gice cya kabiri umutoza mico yahinduye byinshi byongera imbaraga mu gusatira izamu
TTS_4_72,ndifuza ko wambera umukunzi kandi ndumva nshaka ko tuganira ku buryo bwihariye
TTS_4_73,harimo izina ry'umuyobozi w'akarere ka rusizi ariko ngo yayobewe izina rya minisitiri w'intebe
TTS_4_74,aho inzego z'umutekano zifashishije ibyuka biryana mu maso ngo zitatanye ikivunge cy'abigaragambyaga
TTS_4_75,ibi ni ibitangazwa n'ubushakashatsi bwashyizwe ahagaragara n'abahanga mu bijyanye n'imyororokere y'abantu
TTS_4_76,ku nshuro ya mbere nta mukandida watanzwe n'ishyaka rimenyerewe cyane mu bufaransa
TTS_4_77,insanganyamatsiko iragira iti twubake u rwanda twifuza duteza imbere imiyoborere myiza twita ku muryango
TTS_4_78,bari bazi ko atigeze yigishwa n'abanyabwenge bazwi ariko bagatangazwa n'ukuntu ari we ubasobanurira
TTS_4_79,iyi misemburo ifasha umubiri kuyaza ibinure bitera umubyibuho
TTS_4_80,ubutegetsi nabwo bushinga ibinyamakuru bigamije kubacamo ibice bishingiye ku moko n'uturere
TTS_4_81,icyo kigo kivuga kandi ko kigiye gusohora icyegeranyo cya mbere cyerekana uko ibintu byagenze
TTS_4_82,gusa ngo hari izikoreshwa igihe gito nk'izitangwa n'amabanki zizwi nka borudero
TTS_4_83,gushyira mu bikorwa ibyo bavuze bizashoboka kubera ko twumvikana n'abaturage bacu
TTS_4_84,bazaryozwe icyaha cyabo kuko umuntu uryamana n'umugore wa se biba ari amahano
TTS_4_85,gahunda y'umurimo w'ubugenzuzi igaragaza ko raporo zakozwe neza cyane
TTS_4_86,amategeko yo mu bufaransa yabuzaga erike gushakana na elizabeti wigeze kuba mukase
TTS_4_87,hanyuma yezu agiye kubasubiza arababwira igihe yigishirizaga mu rusengero ati mwa ndyarya mwe
TTS_4_88,ndetse n'umunwa w'ingona warupfutseho agatambaro keza akagenda ayisomagura ku munwa nk'uko abashakanye babigenza
TTS_4_89,umwana ni ko kuyibwira ati yego ni byo ubu ni wowe umfite
TTS_4_90,yaretse kuba umunyabwenge n'umunyampuhwe uhebuje abandi bayobozi maze arasyigingira ahinduka umuntu utwaza igitugu
TTS_4_91,icyo nakizeza abazabyira ni uko imana izanshoboza nkabagirira akamaro
TTS_4_92,mu kiganiro n'inyarwanda yavuze ku bijyanye n'iyi simukadi na terefone ashinjwa kwiba
TTS_4_93,hanyuma padiri osikari aribwiriza ahamagara dogiteri pulaside uyobora ibitaro bya gihundwe
TTS_4_94,ubu ni ubwa nyuma nsezeye ku muntu nibwiraga ko nshobora gukunda ubuzima bwanjye bwose
TTS_4_95,iryo sinywa ry'amasezerano ryari rihagarariwe na musenyeri wa diyoseze ya butare nyilicyubahiro filipo rukamba
TTS_4_96,uru rukingo rushyashya ruzaba rugurwa icya kabiri cy'amafaranga iza mbere zagurwaga
TTS_4_97,kubera ko bamwe n'akazi bakora katazwi kandi abaturage bakaba bahora bataka ubujura
TTS_4_98,misi liliyane ntiyigeze abasha kwegukana ikamba kuko ryegukanywe na nyampinga wari uhagarariye boliviya
TTS_4_99,inyandiko z'abashakashatsi zivuga ko ibimenyetso byiza bihari ari magufa yatwo gusa
TTS_4_100,mu mpera y'iki cyumweru muzayoberwa uko mwita ku nshuti zanyu nshya bitume mudatuza
TTS_4_101,imbaraga zigenda nabi ni mbi cyane kurusha intege nke zigenda nabi
TTS_4_102,yabwiye abafungwa ko adakeneye amashyi nk'ayari amaze guhabwa bamporiki nyuma y'uko abaganirije bakanyurwa
TTS_4_103,ni byiza gukandakanda aho imbwa yagufashe ukahegura byaba na ngombwa ukahasegura kugirango habyimbuke kandi ububabare bugabanuke
TTS_4_104,ibi polisi y'u rwanda yabitangarije mu karere ka kayonza umurenge wa rwinkwavu
TTS_4_105,navanze byeri na rikeri mfite umujinya gusa ufite intandaro ariko siko mpora
TTS_4_106,kandi ugomba kwitondera umubiri w'umukunzi wawe ukamenya icyo yifuza n'uburyo acyifuzamo
TTS_4_107,tomu aho mperukira kumwumva acuranga nabonye ari umuhanga mu gucuranga inanga
TTS_4_108,muri iyi myaka yasohoye indirimbo ze ku giti cye zirimo jenifa
TTS_4_109,agira ati nishimiye mitiweri bampaye kuko mfite abana barindwi n'umugore tukaba icyenda
TTS_4_110,kuko mu ntara abayobozi bafashwa na leta kugira imodoka ni batatu gusa harimo na guverineri
TTS_4_111,asanzwe azwiho ubuhanga n'uburambe mu bya sinema ni na we uyobora kwetu firime
TTS_4_112,hari bamwe mu bakinnyi bahitagamo gukina umukino umwe mu gihe abandi bayikinnye yose uko ari itatu
TTS_4_113,hakizimana kevini na rashidi ni bo bafashije haringingo faransisi kubona amanota atatu y'uwo munsi
TTS_4_114,abagize iyo korali bavuze ko kuririmba bajugunya inkweto hasi ari ikimenyetso cyo kwisubiraho
TTS_4_115,ali sudi yakomeje avuga ko ajya yifuza ko nyamirambo yamera nk'uduce tuzwi dukomeye mu myidagaduro nka vegase
TTS_4_116,benisuda ashinja ibyaha by'intambara impande zari zihanganye mu ntambara yo muri afuganisitani
TTS_4_117,yaboneyeho umwanya asaba abaturage gucika ku nzoga kuko zangiza ubuzima
TTS_4_118,murangira ati nibyo koko ni ibintu bikomeye kandi byafashe imyaka myinshi
TTS_4_119,bibiliya ivuga ko kugendana n'umuntu bikubiyemo kumukunda no kumva ari inshuti yawe magara
TTS_4_120,ibi bikaba bitandukanye n'ibyabaye kuko aba bakinnyi bajyanywe mu icumbi ry'abagenzi
TTS_4_121,ibi bituma hari inganda nyinshi zikora inzoga cyane cyane izikomeye zibifashisha zamamaza ibinyobwa byazo
TTS_4_122,amakuru ava mu buyobozi bw'u rwanda yemeza ko kabuga yafashwe
TTS_4_123,ubu bafungiye kuri sitasiyo ya polisi ya kanjongo mu gihe iperereza rigikomeza
TTS_4_124,agira ati igihe umuhamya wa yohova yansuraga aho nakoreraga akansaba ko twigana bibiliya yashakaga kuyisobanukirwa
TTS_4_125,ayo masezerano mu mateka ni ikimenyetso cy'ibyo perezida kagame yavuze byo gutsinda ariko ntiwigambe
TTS_4_126,kuri ba bana b'intama barindwi buri wese muzamuha akebo k'ifu
TTS_4_127,yari yambaye impu zidakannye kuko ariko abahanuzi b'icyo gihe bambaraga
TTS_4_128,inote ya mbere yatangiye gukoreshwa mu burayi ikozwe na banki ya suwede
TTS_4_129,abaturage bavuga ko baheruka kubona amazi igihe perezida kagame yazaga gutaha amavomero mu murenge wa murambi
TTS_4_130,karekezi yagize ati ndumva nyuma y'aha nzicara ngatekereza nkumva icyo ngomba gukora
TTS_4_131,imana idusaba kubwira abandi ineza yayo igira iti ni cyo gituma muri abagabo bo guhamya ko ari jyewe mana
TTS_4_132,ati bigaragaza intege nkeya n'uburangare twashyize mu kuragira intama dushinzwe
TTS_4_133,babikora ku manywa na n'ijoro bagasakuma bagapakira ku manywa bakajyana ibyo bajyana
TTS_4_134,ngirente yagaragaje ko kugwingira bigira ingaruka zikomeye ku bana
TTS_4_135,ese iyo bari bubikore bahana gahunda cyangwa umwe yumva bimujemo agahita abikora
TTS_4_136,ni cyo gituma nshaka kubwira ubutumwa bwiza namwe abari i roma
TTS_4_137,yaravuze ati ''ntitugomba guha icyuho abanyabyaha cyangwa ngo tureke ibihugu byacu bibe ubuhungiro bwabo
TTS_4_138,umubyeyi wa sentore yari arwariye mu bitaro bya gisirikare by'i kanombe
TTS_4_139,mu kiganiro cyatanzwe ku ruhare rw'umugore mu kubaka igihugu hagaragajwe ko abifitemo uruhare runini
TTS_4_140,hariho abantu benshi bikundira utunyamaswa tubana n'abantu mu rugo nk'imbwa n'injangwe
TTS_4_141,kuko abana bo mu murenge wa ntongwe n'uwa kinazi batangira gukorera amafaranga bakiri batoya
TTS_4_142,turakangurira abaturage bagikoresha inkwi n'amakara kubireka bagakoresha gazi kuko ihendutse kurusha amakara
TTS_4_143,amashusho yafashwe yerekana ko maduro yarebye hejuru igihe yari agejeje hagati imbwirwaruhame ye
TTS_4_144,byatewe n'uko muri uganda hari amatora kandi imodoka zitwara abagenzi zikaba zitari zemerewe gutambuka
TTS_4_145,depite bamporiki avuga ko bitangaje kubona buri gihe rwanda deyi iba
TTS_4_146,abo iyo mvura yangirije ibintu ni abaturiye umugezi wa sebeya
TTS_4_147,musemakweri avuga ko bazakomereza aho yagejeje arifasha gukomera
TTS_4_148,mu bagize ubwo bwoko harimo abantu b'abanyabwenge bita cyane ku kwiga ibijyanye n'inyenyeri
TTS_4_149,mico afite umwana witwa juliyusi yabyaranye na godanse
TTS_4_150,uretse gutandukanya amagambo yandikwa kimwe amasaku n'ubutinde binadufasha kumenya uko amagambo avugwa
TTS_4_151,hoteli ituze yegereye ikivu haruguru y'umuhanda wa kaburimbo
TTS_4_152,ibi bintu bicike n'ababikora bumve ko ari ikibazo babihagarike
TTS_4_153,kuri uyu wa kane urukiko rwavuze ko ibyo donavani yashinjwaga bimuhanaguweho
TTS_4_154,yatangaje ko ibikorwa nk'ibi bifitiye akamaro abarwayi n'iterambere ry'urwego rw'ubuvuzi mu rwanda
TTS_4_155,ageze mu rwanda ngo yasanze abana b'abavandimwe be bakiriho ndetse n'abakoraga batarirukanwe ku kazi
TTS_4_156,uzongere wumve abo bantu bavuga ngo bishe abanyarwanda
TTS_4_157,pasiteri gasare mikayeli yavuze ko umukozi w'imana wese ari n'umukozi wa leta
TTS_4_158,kigali tudeyi yakoze incamake y'amakuru yaranze ubutabera nk'imwe mu nkingi enye guverinoma y'u rwanda igenderaho
TTS_4_159,daniyeri yavuze ko nta guhindura icyemezo bafashe cyo gukorera yehova nta kindi bamubangikanyije na cyo
TTS_4_160,guhagararira inyungu z'igihugu mu kindi ni umurimo ukunze guhabwa umwenegihugu w'igihugu azihagarariyemo
TTS_4_161,yagize ati ubusanzwe nkina umupira w'amaguru nshaka kwereka buri wese ko mbishoboye
TTS_5_1,hatangijwe ubukangurambaga bwiswe impuhwe bukorerwa alise wakatiwe igifungo cya burundu
TTS_5_2,yagize atitwigeze kugira iki kibazo igihe abaturage bari batarasobanukirwa uko bategura indyo yuzuye
TTS_5_3,muri sinode iheruka hamaganwe imiryango nterankunga ihatira abantu kuboneza urubyaro bakoresheje imiti
TTS_5_4,abenshi mu bapfuye ni abagwiriwe n'inzu n'abishwe n'umwuzure
TTS_5_5,kubera iyo mpamvu leta ni yo yonyine itanga icyapfuye ngo gisanwe kugira ngo gikoreshwe
TTS_5_6,inkuru y'umwana aheruka kubyara yamenyekanye mu buryo bwashidikanyijweho kuko atakunze kumuvugaho
TTS_5_7,umuhango wo gushyingura nyakwigendera gapfizi uteye utyo
TTS_5_8,ushobora kumbwira impamvu muri buri mudugudu harimo amatorero abiri
TTS_5_9,kandi ntibivuze ko uyambaye wese aba yataye cyangwa yubahutse umuco nyarwanda
TTS_5_10,yarahiye ko atazigera akora perezida mu ntoki
TTS_5_11,ibi bituma bamwe mu barwayi babona ko barangaranywe n'ikigo nderabuzima mu by'ukuri
TTS_5_12,emabule mbituyumuremyi yasabye abanyarwanda kwitwararika kuri gahunda z'ubuvuzi bw'iyi ndwara minisiteri yabashyiriyeho
TTS_5_13,yari arimo agenda n'amaguru igihe yasabwaga kwerekana ibyagombwa nk'uko bivugwa na ansa
TTS_5_20,gabore umukinnyikazi wa filime w'umunyamerika ukomoka muri hongiriya nibwo yavutse
TTS_5_21,ni ibihe binyabiziga bitagombera ikimenyetso kibiranga iyo byambukiranya umuhanda cyangwa biwugenda ku ruhande
TTS_5_22,kazane arena ni sitade yubatse mu mujyi wa kazane mu burusiya
TTS_5_23,ubushinwa bwatangaje abategetsi bakuru ariko ntawateganyijwe uzasimbura perezida shi jinipingi
TTS_5_24,abavandimwe babiri b'abanya gana bafashwe bashinjwa ibinyoma bafungwa amezi abiri
TTS_5_25,itsinda rya sawuti sole rimaze iminsi muri amerika ryavuyeyo ryerekeza muri afurika y'epfo
TTS_5_26,bukwiye gukurikiranirwa hafi n'ubutabera bugasuzumwa hakarebwa niba bufite ireme n'agaciro
TTS_5_27,izi mashini zitinda gukonjesha amata bikaba byayangiza kuko zimara amasaha ane cyangwa atanu
TTS_5_28,kimwe na zimbabwe tugiye kurangiza ibijyanye n'amategeko maze hatangazwe ko iyo sitati ivanyweho
TTS_5_29,gatera yahise ansuhuza yinjira mu nzu arambwira ngo ni nihangane gato araje
TTS_5_30,aliyasi tala wasimbuye mohamedi nawe yishwe ari muri kajugujugu
TTS_5_31,abaganga bashyize hamwe inkunga yo kumubonera ibyo akeneye kugeza abonye inzu maze umurenge umufasha gusubira iwabo
TTS_5_32,uyu mukobwa na nyakwigendera bari inshuti magara banasangiriye mu kabari mu ijoro yapfuyemo
TTS_5_33,abahagarariye urubyiruko bavuga ko abavugabutumwa bataborohera ku ikoreshwa ry'agakingirizo
TTS_5_34,icyo gihe abakire benshi bifuzaga kugura urwo rubuga ariko zake akabyanga
TTS_5_35,bamwe mu bafashwe bari bafite impapuro z'inzira zo muri afurika y'epfo
TTS_5_36,manzi ntiyatekerezaga ko mariya azaza kare mu gitondo bityo aburana avuga ko atari ahari mu ijoro mariya yishwemo
TTS_5_37,ku buryo abakoloni b'abongereza bari baramufunze bagombye kumufungura bemera ko ashyiraho guverinoma y'agateganyo
TTS_5_38,umuntu urya nk'ibyo urya yakagombye kuba ari umukozi w'umunyembaraga
TTS_5_39,ibi bisasu byose koreya ya ruguru yabanje kubigerageza
TTS_5_40,ngwino nkugire inama kugira ngo ukize amagara yawe n'ay'umuhungu wawe salomo
TTS_5_41,fantasitike yateguye ko abakunzi n'abakiriya bayo bazahabwa ibihembo bitandukanye harimo na televiziyo nini cyane
TTS_5_42,mu mpera z'icyumweru amatorero y'i kigali yatangiraga amateraniro hakiri kare
TTS_5_43,igice cya kabiri cyaranzwe n'uko buri kipe yashakaga kubona intsinzi
TTS_5_44,uhandangire neza wenda no mu bindi bice by'u rwanda hari bene utwo dusozi
TTS_5_45,igiciro kidahanitse ni kintu gituma ugiye kurushinga ahitamo umuntu umwambika
TTS_5_46,uwo muntu wasize mu mbeho ashobora kuba ari intumwa y'imana
TTS_5_47,nkuko byagaragaye mu gice cya mbere cy'umukino abakinnyi batangiranye imbaraga
TTS_5_48,yahamije ko yigeze kubonana umwe mu bo batemberanaga umuguro w'inkweto
TTS_5_49,ubushakashatsi bwagaragaje ko abagore ari mirongo ine na karindwi ku ijana
TTS_5_50,ruganzu yabanje kwigarurira ibice by'akanyaru atsinda nyakarashi aza i ruhande hasigara ubungwe
TTS_5_51,ihinduka rya sitati y'umuryango w'itorero ry ubwepisikopi mu rwanda diyosezi ya shyogwe
TTS_5_52,iwacu barambwira ngo njye ndya mu rugo ibya mu gitondo nongere kurya nimugoroba ntashye
TTS_5_53,ni ukureba umuzi w'ihohoterwa rishingiye ku gitsina ku buryo hashakwa umuti uhamye w'iki kibazo
TTS_5_54,munyihanganire ntabwo ndi umugore uteye utyo ndacyari kumwe n'umugabo wanjye
TTS_5_55,gutanga ubuhamya bw'uko imana yagukijije ni byiza ariko ugatanga ubufasha bagenzi bawe
TTS_5_56,amateka ya dewo munyakazi mu magambo make ku bijyanye no gucuranga inanga nyarwanda
TTS_5_57,mukasekuru roza avuga ko yoherejwe ku bitaro bya gitwe umwana akamupfira mu nda
TTS_5_58,se yagarutse mu ma saa sita yigaragambya akimara kwinjira mu muryango
TTS_5_59,ese inzira y'amahoro n'ibiganiro iranze none inzira y'amasasu n'intwaro z'ubumara nibyo byemejwe koko
TTS_5_60,impuguke ya minisiteri y'ubuzima ku buzima bw'imyororokere no kuboneza urubyaro
TTS_5_61,urukiko rwanzuye ko hazasuzumwa niba ukwihana umucamanza kwe gufite ishingiro hakurikijwe ibiteganywa n'amategeko
TTS_5_62,ati navuye mu rugo nzindutse nzi ko nsubirayo nkatekera abana bagiye ku ishuri
TTS_5_63,musabimana utuye mu kagari ka mubuga ati iyo abantu babanye neza byose birashoboka
TTS_5_64,gatera gashabana wunganira adelina rwigara yavuze ko uwo yunganira arengana ko ibyaha ashinjwa ataribyo
TTS_5_65,uwitwa umugabo ni uhagarara ku cyemezo yafashe ku buryo yanagipfira
TTS_5_66,yagize ati ni iby'agaciro kwemera inshingano nahamagariwe zo kuyobora umuryango wacu
TTS_5_67,bitewe n'inama ngirwa ku nkuru zitandukanye zinyuzwa aha hamwe n'iz'abandi basaba
TTS_5_68,perezida museveni wakundaga rwigema yahise afata icyemezo cyo guhagarika akajagari
TTS_5_69,nshyize imbere ibigomba gukorwa ku kazi kandi ndabaza aho nakoresha igihe kinini
TTS_5_70,yamwenyuye n'ikirahure cya byeri ikonje mu ntoki ati urabyita amafaranga
TTS_5_71,yagize ati nibiba ngombwa ko na guverinoma ihagarikwa tuzabikora twubake urwo rukuta
TTS_5_72,bamwe bavuga ko aba agomba kubyumvikanaho n'umuryango we bikarangira kuko aba afite inshingano nke
TTS_5_73,tuba dushobora gukomereka kuko ababa bambaye inkweto zifunze ari mbarwa
TTS_5_74,ndetse hari n'abamubwiye ngo ashake amashuka aze korosa umurambo wanjye
TTS_5_75,abafite amazu yo kubamo barimo baransaba kubakorera igenzura ariko biragoye kuko nsigaje iminsi mike ino aha
TTS_5_76,bizimungu wabonye iby'iyo mpanuka yagize ati uriya mugabo wari wikoreye inzoga yari yasinze
TTS_5_77,komisiyo yagenzuye ibigo byo mu turere twa gicumbi gakenke ngororero na nyabihu
TTS_5_78,muri iki gisigo ni ndoli uva mu gihugu akajya i karagwe
TTS_5_79,izindi mpamvu zagaragajwe na njyanama harimo kudakorera hamwe kw'abayobozi no kuba buri wese atiha gahunda
TTS_5_80,bakomoka muri komini giciye kibilira na satinsyi zo muri perefegitura ya gisenyi
TTS_5_81,ibi byakozwe kugira ngo atazafatwa nk'intwali ku bari bakimukunze
TTS_5_82,ati we azi impano yanjye sinshobora guca kumwana ntamuvugishije cyangwa ngo muterure
TTS_5_83,iyo umurwayi atinze kujya kwa muganga agerayo kanseri yararenze i moko ikangiza n'ibindi bice by'ibere
TTS_5_84,rayila odinga arahamagarira abarwanashyaka be gukaza imyigaragambyo kubera kudakunda igihugu
TTS_5_85,abashakashatsi b'abanyamerika bagaragaza ko ibitera indwara ya kanseri ari byinshi muri iki gihe
TTS_5_86,aba basore bambaye amapantaro abahambiriye cyane y'umweru mu gusoza barabyinnye
TTS_5_87,birasekwa umugabo ahera atyo naho wa musazi rwugamo nyarwaya aramuvuza arakira aranamukiza
TTS_5_88,nyuma hemezwa abanyura imbere y'akanama nkemurampaka buri mukobwa agahitamo ururimi ashaka kubazwamo
TTS_5_89,obi yumvise yishimye bidasanzwe kuko nta kintu na kimwe yari yarigeze atsinda
TTS_5_90,hari uwiga neza undi agahora asibira kuko agera mu ishuri akitekerereza ibindi ni uko agatsindwa
TTS_5_91,nyuma yo gukatirwa gufungwa by'agateganyo diyane na adelina rwigara bajururiye icyemezo cy'urukiko
TTS_5_92,ibi bizafasha ko ishema ry'u rwanda rikomeza kugaragara n'ibendera ry'igihugu rikazamurwa
TTS_5_93,amatafari n'amabuye mu ngo nabyo bizagabanywa kuko hakenewe ibyatsi n'ibiti bifata amazi
TTS_5_94,bimwe muri ibyo bikaba ari uko abana bose bavuka barindwa kwandura virusi itera sida
TTS_5_95,ese ubundi amafaranga nzamwita na rubega patirike bari bagenewe yari angahe
TTS_5_96,benshi mu nshuti zanjye bambwirako nshatse nashyingiranwa n'uriya mwana kugirango niheshe agaciro ariko simbyemera
TTS_5_97,abarigize na bo banyuzagamo bakerekana ubuhanga bwabo mu kuririmba karahanyuze n'izigezweho
TTS_5_98,imwe mu ndyo bavuga ko bitabaza ni igisura by'amaburakindi bikanemezwa n'abana
TTS_5_99,hari inzira yo gusubirishamo ku mpamvu z'akarengane urubanza rwaciwe ku rwego rwa nyuma
TTS_5_100,abahatanira ikamba rya nyampinga w'u rwanda bamaze icyumweru mu mwiherero ariko ntibarahura ngo baganire banashyigikirane
TTS_5_101,fondasiyo rutayisire igizwe n'umuryango w'uwari umuyobozi w'ivuriro ry'amatungo magufi
TTS_5_102,u rugezi rwo kwa basebya ba nyirantwari ruri muri ibyo biyaga
TTS_5_103,ibi byatumye inyarwanda ishakisha nimero z'uyu muzungu ngo abazwe byinshi mu byo atangaza
TTS_5_104,indyo yuzuye igizwe n'ibyubaka umubiri ibiwurinda indwara n'ibiwutera imbaraga
TTS_5_105,iki gitaramo cyashojwe na raga di washimishije abantu mu ndirimbo ze zakanyujijeho nka ndigida
TTS_5_106,turampu ati tuzabikora mu buryo bwiza kandi bwubahiriza uburenganzira bwa muntu tom yambajije niba nshobora kujyana n'abasiganwa ku igare ku wa gatandatu
TTS_5_109,kunywa shisha byiganje mu bihugu by'abarabu ariko na tanzaniya ifite imico yabo
TTS_5_110,hashize iminsi ataboneka kuri televiziyo
TTS_5_111,ni byiza kurya indyo yuzuye ifite amavuta make ikize kubyubaka umubiri irimo imboga n'ibinyampeke
TTS_5_112,kandi kuri icyo gitambaro ushyireho ikimenyetso cy'umweru kigaragaza ko yiyeguriye imana
TTS_5_113,nyamuheshera yumvise ko nkana yari umuhigi arishima kuko na we yabikundaga
TTS_5_114,ndibaza ukuntu narose ndimo niruka nahagiye ariko ntazi ikirimo kinyirukankana bikanyobera
TTS_5_115,nzakora ibishoboka byose menyereze barumuna banjye kandi mbafashe kwiteza imbere
